id,id_genero,Genero
35381,18.0,Drama
124157,28.0,Action
81167,99.0,Documentary
77449,27.0,Horror
109099,53.0,Thriller
159032,10402.0,Music
29751,99.0,Documentary
44909,14.0,Fantasy
30654,35.0,Comedy
127872,53.0,Thriller
38429,99.0,Documentary
124071,99.0,Documentary
82447,35.0,Comedy
155055,18.0,Drama
24935,35.0,Comedy
159117,27.0,Horror
24939,35.0,Comedy
45556,878.0,Science Fiction
159005,99.0,Documentary
119844,53.0,Thriller
136386,35.0,Comedy
141733,28.0,Action
43562,37.0,Western
359010,28.0,Action
36796,28.0,Action
26018,99.0,Documentary
20223,35.0,Comedy
19506,28.0,Action
22765,28.0,Action
57209,35.0,Comedy
108209,10402.0,Music
157386,35.0,Comedy
112200,35.0,Comedy
157375,18.0,Drama
154779,99.0,Documentary
132064,27.0,Horror
112198,18.0,Drama
439056,80.0,Crime
127846,53.0,Thriller
45875,27.0,Horror
193346,99.0,Documentary
159166,99.0,Documentary
91063,35.0,Comedy
116340,18.0,Drama
173210,99.0,Documentary
157115,27.0,Horror
181649,10402.0,Music
199327,18.0,Drama
126523,18.0,Drama
205321,10770.0,TV Movie
106848,18.0,Drama
61330,99.0,Documentary
178946,35.0,Comedy
111969,18.0,Drama
30963,35.0,Comedy
61198,99.0,Documentary
404211,28.0,Action
24646,35.0,Comedy
5898,27.0,Horror
157354,18.0,Drama
116432,18.0,Drama
247749,10749.0,Romance
64519,99.0,Documentary
101609,99.0,Documentary
132939,37.0,Western
206324,36.0,History
206851,28.0,Action
29345,27.0,Horror
133339,27.0,Horror
149085,28.0,Action
30183,35.0,Comedy
49524,14.0,Fantasy
41180,18.0,Drama
183011,14.0,Fantasy
62441,18.0,Drama
197602,18.0,Drama
182127,28.0,Action
199420,28.0,Action
77663,28.0,Action
129507,35.0,Comedy
100287,99.0,Documentary
77173,27.0,Horror
179111,18.0,Drama
138843,27.0,Horror
28698,18.0,Drama
54320,18.0,Drama
51481,35.0,Comedy
178809,28.0,Action
79699,28.0,Action
23431,18.0,Drama
172847,18.0,Drama
39308,12.0,Adventure
43980,18.0,Drama
5646,35.0,Comedy
209204,99.0,Documentary
103173,14.0,Fantasy
87245,18.0,Drama
174322,99.0,Documentary
216755,99.0,Documentary
77950,16.0,Animation
42871,37.0,Western
173980,53.0,Thriller
76170,28.0,Action
191231,878.0,Science Fiction
17303,28.0,Action
192990,18.0,Drama
81581,99.0,Documentary
159344,12.0,Adventure
75878,99.0,Documentary
23368,99.0,Documentary
47089,18.0,Drama
159138,99.0,Documentary
172533,10749.0,Romance
123261,18.0,Drama
159092,35.0,Comedy
146216,28.0,Action
59558,28.0,Action
177221,18.0,Drama
198062,35.0,Comedy
19593,28.0,Action
47404,80.0,Crime
180948,53.0,Thriller
120393,18.0,Drama
284231,35.0,Comedy
66753,18.0,Drama
46729,35.0,Comedy
115046,18.0,Drama
62843,18.0,Drama
117209,18.0,Drama
144570,18.0,Drama
76043,99.0,Documentary
165213,53.0,Thriller
188468,35.0,Comedy
58291,99.0,Documentary
79850,35.0,Comedy
192126,35.0,Comedy
160139,9648.0,Mystery
117856,27.0,Horror
65435,99.0,Documentary
27957,28.0,Action
83566,99.0,Documentary
173938,99.0,Documentary
138308,37.0,Western
136400,28.0,Action
127905,99.0,Documentary
125164,80.0,Crime
77728,18.0,Drama
17275,35.0,Comedy
238748,35.0,Comedy
74310,99.0,Documentary
151743,35.0,Comedy
168138,878.0,Science Fiction
157016,99.0,Documentary
85984,99.0,Documentary
89325,18.0,Drama
160588,35.0,Comedy
153738,28.0,Action
179144,35.0,Comedy
31354,18.0,Drama
28173,35.0,Comedy
102867,10749.0,Romance
109729,53.0,Thriller
26622,18.0,Drama
77664,10751.0,Family
43167,35.0,Comedy
11144,28.0,Action
11614,28.0,Action
58447,28.0,Action
211587,28.0,Action
244447,35.0,Comedy
22924,80.0,Crime
121831,99.0,Documentary
191619,27.0,Horror
44796,27.0,Horror
19154,28.0,Action
50277,35.0,Comedy
26450,28.0,Action
77645,28.0,Action
83040,99.0,Documentary
102234,28.0,Action
189242,99.0,Documentary
185574,35.0,Comedy
4548,18.0,Drama
76285,12.0,Adventure
77931,14.0,Fantasy
177699,35.0,Comedy
23535,878.0,Science Fiction
158743,35.0,Comedy
58218,27.0,Horror
121791,18.0,Drama
201676,16.0,Animation
